objectid,filename,youtubeid,vimeoid,title,occupation,date_lifespan,creator,date_certain,date,description,identifier,subject,location,latitude,longitude,source,type,format,language,rights,rightsstatement
coll0128,FGV_Visitkort_062B.jpg,,,"Holm, Ida",,,Klemmings Atelier,1915,1915,"Ida och Hilding Holm. Paret som fick varandra på gamla dagar. De bodde i ""Holmska villan"", som Hilding byggt.",F1964_1484,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0129,FGV_Visitkort_062A.jpg,,,"Holm, Hilding",,,Klemmings Atelier,1915,1915,"Ida och Hilding Holm. Paret som fick varandra på gamla dagar. De bodde i ""Holmska villan"", som Hilding byggt.",F1964_1484,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0130,FGV_Visitkort_062B.jpg,,,"Holm, Hilding",,,Klemmings Atelier,1915,1915,"Ida och Hilding Holm. Paret som fick varandra på gamla dagar. De bodde i ""Holmska villan"", som Hilding byggt.",F1964_1484,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0131,FGV_Visitkort_063A.jpg,,,"Götlin, Gustaf V.",Överläkare,,Fredrique Holmstedt,,1896,"Gustaf V. Götlin, överläkare vid Vadstena Hospital",F1964_1485,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0132,FGV_Visitkort_063B.jpg,,,"Götlin, Gustaf V.",Överläkare,,Fredrique Holmstedt,,1896,"Gustaf V. Götlin, överläkare vid Vadstena Hospital",F1964_1485,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0133,FGV_Visitkort_064A.jpg,,,"Nehrman, Johan Herman",Målarmästare; Teckningslärare,,Fredrique Holmstedt,1895,1895,Johan Herman Nerman,F1964_1486,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0134,FGV_Visitkort_064A.jpg,,,"Nehrman, Johan Herman",Målarmästare; Teckningslärare,,Fredrique Holmstedt,1895,1895,Johan Herman Nerman,F1964_1486,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0135,FGV_Visitkort_065A.jpg,,,"Nordsten, J.A.",Handlande; Rådman,,A. Jonsson,,1872,J.A. Nordsten,F1964_1487,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0136,FGV_Visitkort_065B.jpg,,,"Nordsten, J.A.",Handlande; Rådman,,A. Jonsson,,1872,J.A. Nordsten,F1964_1487,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0137,FGV_Visitkort_066A.jpg,,,"Fjetterström, Gustaf",Landsarkivarie,1877-,Fredrik Borgstedt,1903,,Gustaf Fjetterström. Amanuens vid Vadstena Landsarkiv från 1901. Påskriftens årtal för tidigt.,F1964_1488,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0138,FGV_Visitkort_066B.jpg,,,"Fjetterström, Gustaf",Landsarkivarie,1877-,Fredrik Borgstedt,1903,,Gustaf Fjetterström. Amanuens vid Vadstena Landsarkiv från 1901. Påskriftens årtal för tidigt.,F1964_1488,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0139,FGV_Visitkort_067A.jpg,,,Petterson,Gästgivare,,,1868,,"Petterson, gästgivare",F1964_1489,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0140,FGV_Visitkort_067B.jpg,,,Petterson,Gästgivare,,,1868,,"Petterson, gästgivare",F1964_1489,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0141,FGV_Visitkort_068A.jpg,,,"Holmstedt, Fredrika Bernhardina",Fotograf,1865-1922,Fredrique Holmstedt,1894,,Fredrika Bernhardina Holmstedt hade Fotoatelier i Vadstena 1893-1898 under namnet Fredrique Holmstedt. Porträtt av sig själv.,F1964_1490,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
coll0142,FGV_Visitkort_068B.jpg,,,"Holmstedt, Fredrika Bernhardina",Fotograf,1865-1922,Fredrique Holmstedt,1894,,Fredrika Bernhardina Holmstedt hade Fotoatelier i Vadstena 1893-1898 under namnet Fredrique Holmstedt. Porträtt av sig själv.,F1964_1490,,Vadstena,58.4493607,14.89070692,Föreningen Gamla Vadstena,Image;StillImage,image/jpeg,swe,Föreningen Gamla Vadstena,PDM
